BRAND NAME,PRODUCT NAME,CATEGORY,SUBCATEGORY,INGREDIENTS,NOVA Group
Nissin,Demae Ramen - Chicken - Nissin - 100g,"Plant-based foods and beverages,  Plant-based foods"," Dried meals,  Instant noodles","nudeln 91.5% [weizenmehl, palmöl, kochsalz, mehlbehandlungsmittel (natriumcarbonat, triphosphate), stabilisator (kaliumcarbonat), mittel (guarkernmehl), antioxidationsmittel (stark tocopherolhaltige extrakte)], würzpulver 7.3% [kochsalz, geschmacksverstärker (mononatriumglutamat, de prefend and anylat, dinatriuminosinat), zucker, hühnerfleischpulver (6.2% im würzpulver), gewürze, sojasaucenpulver (sojabohnen, weizen, kochsalz, houdbaar tot einde lauch, hefeextrakt, aroma, rapsöl, trennmittel (siliciumdioxid), raucharoma], würzol 1,2% (geröstetes sesamol, rapsöl, aromen, farbstoff (paprikaextrakt von sellerie, krebstieren, fisch, milch, weichtieren und senf enthalten, ingredients: noodles 91,5% [wheat flour, palm oil, table salt, agen and flour (sodium carbonate, triphosphat), stabilizer (potassium carbonate), thickener (guar gum), antioxidant (tocopher rich extract 7,3% (cine salt, flavour enhancers (monosodium glutamate, disodium guanylate, disodium inosinate),  sugar, chicken meat powder (62) seasoning dre), these, sauce so powder (soybeans, wheat, table salt, maltodextrin), leek, yeast extract, flavouring, coconut oil (silicon dioxide), flavouring of this, seasoning oil 1,2% [toasted sesame oil, rapeseed oil, flavourings, colour (paprika extract)), can we celery, crustaceans, fish, milk, molluscs and mustard, ingredients: noodles 91,5% [wheat flour, palm oil,  stabilizer (potassium carbonate), thickener (guar gum), antioxidant (tocopherol-rich extract)], seasoning powder 7.3% [salt, flavor enhancers guanillate disodium (disodium inosinate], sugar, chicken meat powder (6.2% in seasoning powder), spices, soy sauce powder (soybeans, wheat, salt, m yeast extract,  flavouring, cont rapeseed, anti-caking agent (silicon dioxide), smoke flavouring), seasoning in oil 1.2% [(toasted sesame seed oil of may contain , crustaceans, fish, milk, molluscs and mustard, () ingrediënten: noedels 91.5% (tarwemeel, palmolie zout me onat, triphosphaten), stabilisator raa, raapzaadolie, antiklontermiddel (silicondioxide), rookaromal, kruidenolie 1.2% [geroosterde sesamolie, raapzaadolie, aroma's, kleurstof (paprika - glutamaat, dinatriumguanylaat,  verdikkingsmiddel (guarpitmeel), antioxidant (tocopherolrijk extract)), kruidenpoeder 7,3% smbe ), suiker, kippenvleespoeder (6,2% in kruidenpoeder), specerijen, sojasauspoeder (sojabonen, tarwe zout, maltad daaldieren, vis, melk, weekdieren en mosterd, ingredients: noodles 91,5% (farinha de trigo, óleo de palma, sal, agentes de tratamento da fa ador (carbonate de potássio), espessante (goma de guar), antioxidant (extracto rico em tocoferóis)), tempera em pó 7,3% [sal,  intensificadores de sabor dico, inosinato dissódico], açúcar, carne de frango em pó (6,2% no tempera em pó), especiarias, molho de soya em pó (soja, trigo, sal, maltodextrin), alho fra custáceos, peixes, leite, moluscos, mustard, 100g",Ultra processed foods
YFood,yfood Classic Choco - 500 ml,"Aromatisierte Milch,  Getränke"," Compléments-pour-le-bodybuilding,  Trinkmahlzeit","Low-fat Milk (1.5% Fat), Water, Milk Protein, Maltodextrin (Corn), Coconut Powder, Sunflower Oil, Oat Fiber, Canola Oil, Rice Starch, Low-fat Cocoa Powder, Vitamin Blend (Vitamin D3, K, C, B1, Niacin, Vitamin B6, Folic Acid, Pantothenic Acid), Mineral Blend (Magnesium, Iron, Zinc, Copper, Manganese, Selenium, Chromium, Molybdenum, lodine), Emulsifier: Lecithin (Sunflower); Sweetener: Acesulfame K, Sucralose; Stabilizers: Gellan Gum, Carrageen; Lactase, Natural Flavouring.",Food processing level unknown
Mogu mogu,Blackcurrant flavored drink with nata de coco - Mogu mogu - 320ml,"Beverages,  Waters"," Bottled water flavoured with sugar,  Sweetened beverages","water, coconut nata (coconut cubes) 25%, fructose, sucrose, acidifiers (citric acid, calcium lactate), blackcurrant flavour, preservatives e211, gelling agent: gelling gum, colour: e133-0",Ultra processed foods
Céréal Bio,Quinoa royal - Pois-chiches & citron confit - Céréal Bio - 220 g,"Plant-based foods and beverages,  Plant-based foods"," Frozen foods,  fr:Quinoa-royal-pois-chiches","water, royal quinoa 10.4%, yellow carrots, brown red rice, chickpeas 5.3%, coconut milk 5.1%, candied lemon peel 2.2% (corn syrup, lemon peel, salt), lemon juice 2.2%, onions powder, sea salt, coriander, garlic powder, nutmeg, black pepper,
 ingredients from organic farming",Processed foods
"Yoplait, Panier recette classique",Panier de Yoplait Plus de fruits - 520 g (4x 130 g),"Dairies,  Fermented foods"," Fruit yogurts,  Apricot yogurts",": 
Yaourt (lait), abricot 11% ou nectarine 11%, sucre 7.8%, amidon de maïs, jus de citron à base de concentré, fibres d'agrumes, arômes naturels.",Ultra processed foods
Branston,Branston Baked Beans - 4x 410g,"Plant-based foods and beverages,  Plant-based foods"," Prepared vegetables,  Baked beans in tomato sauce","Beans (51%), Tomatoes (38%), Water, Sugar, Modified Maize Starch, Reduced Sodium Sea Salt, Spirit Vinegar, Salt, Paprika, White Pepper, Spices, Flavourings.",Ultra processed foods
Danone,YoPro fresa y frambuesa - Danone - 300 g,"Beverages,  Dairies"," Drinkable yogurts,  Low-fat yogurts","Portuguese: 
                    
                    PT - INGREDIENTES: Leite desnatado,proteinas do leite purés de morango (0,75%) e framboesa (0,25%), enzima lactase, aromas, edulcorantes (acesulfame Ke sucralose) e fermentos activos Pode conter cereais com glúten. Consenvar entre 2C e 6C.",Ultra processed foods
Belvita,Belvita Breakfast - 50 grame,"Snacks,  Breakfasts"," Biscuits and cakes,  Biscuits","Romanian: 
                    
                    Făină de grâu 36 %, musli 33,3 % [cereale integrale 24 % fulgi de ováz 11,1 %, fulgi de grâu 9,9 %, făină integrală de grâu spelt 1 %, fulgi de orz 1 %, fulgi de secară 1 %), stafide 7 %, preparat cu fructe 2,3 % sirop de fructozá-glucoza, sirop de glucoză, piure concentrat de fructe (mere, piersici, caise, portocale), zahăr, fibre din grâu, agent de umezire (glicerol), risime de palmier, corector de aciditate (acid citric), agent de gelificare (pectine), aromă naturală, antioxidant (acid ascorbic), ulei de floarea soarelui)), zahăr, ulei de rapită, coajă de portocale confiată [coajă de portocale 1 %, zahăr, sirop de glucoză-fructoză, corector de aciditate (acid citric), aromál, minerale (carbonat de calciu, carbonat de magneziu, fier electrolitic), agenţi de afânare (carbonaţi de amoniu, carbonaţi de sodiu), emulsifianţi (lecitine din sola, E472e), sare, aromă naturală de portocale, lapte praf degresat. Poate conţine ou, fructe cu coajă lemnoasă.",Ultra processed foods
"Crownfield, Lidl",Crunchy Muesli Choco & Nuts - Crownfield - 600 g,"Plant-based foods and beverages,  Plant-based foods"," Cereals with nuts,  Mueslis with nuts","48 % wholemeal oat flakes, sugar, 11% chocolate chips (cocoa mass, sugar, clarified butter, emulsifier: lecithins), palm oil, wheat flour, corn semolina, glucose syrup, corn, 2% almonds, oligofructose, 1 % hazelnut pieces, honey, rice flour, barley malt extract, salt, caramel, cinnamon, natural flavouring, emulsifier: lecithins",Ultra processed foods
Beyond Meat,Beyond Burger - Beyond Meat - 226 g,"Plant-based foods and beverages,  Plant-based foods"," Vegetarian patties,  Vegan patties","Water, Pea Protein* (16%), Rapeseed Oil, Coconut Oil, Rice Protein, Flavouring, Stabiliser (Methyl Cellulose), Potato Starch, Apple Extract, Colour (Beetroot Red), Maltodextrin, Pomegranate Extract, Salt, Potassium Chloride, Concentrated Lemon Juice, Maize Vinegar, Carrot Powder, Emulsifier (Sunflower Lecithin).",Ultra processed foods
Moma,Moma oat original - 1L,"Plant-based foods and beverages,  Beverages"," Oat-based drinks,  Plant based milk","Oat base (water, oats 10%), rapeseed oil, acidity regulator (dipotassium phosphate), calcium carbonate, salt, vitamins: D3, B2 (riboflavin), B12, potassium iodide.",Ultra processed foods
Oatly,Oatgurt greek style - Oatly - 400g,"Plant-based foods and beverages,  Fermented foods"," Oat milk yogurts,  Plant-based-yogurt","water, oats(11%), rapeseed oil, potato starch, potato protein, acids (malic acid, lactic acid), stabiliser (pectin), minerals (calcium carbonate, calcium phosphate, potassium iodide), salt, vitamins (d2,B12)",Ultra processed foods
Huel,Huel chocolate - 500 ml,"Meals,  Meal replacements","Meals,  Meal replacements","Water, Pea Protein, Tapioca Starch, Gluten-Free Oat Flour, Rapeseed Oil, Cocoa Powder (1.5%), Ground Flaxseed, Corn Fibre, Brown Rice Flour, Coconut Sugar, Sunflower Lecithin, Gellan Gum, Sea Salt, Sucralose",Ultra processed foods
BE-KIND,Dark chocolate nuts & sea salt - BE-KIND - 40 g,"Snacks,  Sweet snacks"," Cereal bars,  Chocolate cereal bars",:,Food processing level unknown
maître Jean Pierre,briochettes aux pépites de chocolat - maître Jean Pierre - 500grs,"Snacks,  Sweet snacks"," Brioche filled with chocolate drops,  Small brioches","small brioches with milk chocolate and fresh eggs, fr flavored, ingredients 50% wheat flour (origin france), 13% milk chocolate chips (sugar, whole milk powder, cocoa butter, lactose cocoa paste, emulsifier: lecithins (sunflower): natural vanilla flavor), 75% eufs** fresh, rapeseed oil, sugar, water, invert sugar syrup, yeast,  whole milk powder, salt, pea protein, wheat gluten, eggs from hens raised on the ground emulsifiers: mono - and diglycerides of fatty acids, sodium stearoyl-2-lactylate, flour processing agent, ascorbic acid, natural vanilla flavor (contains alcohol) *rainforest alliance certified, for more information, visit www,ra,org **from hens raised on the ground",Ultra processed foods
Belvita,Barre moelleuse Cranberries & Noisettes - Belvita,"Snacks,  Sweet snacks"," Bars,  Cereal bars","cereals 33.5% (whole grains 20.7% (whole wheat flour 12.6%, whole grain buckwheat cracked 3.4%, oat flakes 1.4%, whole spelt flour (wheat) 1.3%, whole grain barley flour 1.3%, whole grain malted wheat flour 0.7%), wheat flour 12.8%l, candied dried cranberries 13.5% [sugar, dried cranberries 4.6%, stabilizer (glycerol), sunflower oil, sugar, vegetable oils (rapeseed, sunflower), hazelnut pieces 8.5%,  starch, humectant (glycerol), isomaltulose***, inulin, raising agent (sodium carbonates), mineral (magnesium carbonate), emulsifier (soy lecithins), salt, flavourings, skimmed milk powder, honey, thickener (xanthan gum), may contain other nuts, *** isomaltulose is a source of glucose and fructose",Ultra processed foods
Carrefour Bio,Barre cereale Chocolat 🍫 - Carrefour Bio - 6 x 23 g,"Snacks,  Sweet snacks"," Snacks sucrés,  Surgelés","French: 
                    
                    Sirop de glucose*, pépites de chocolat 12% (sucre*, pâté de cacao*, beurre de cacao""), flocons d'avoine"" 11,4%, farine de blé* 11,3%, pétales de maïs* 10%, sucre, farine de riz* 4,4%, huile de tournesol*, farine d'orge maltee"" 3,4%, cacao maigre en poudre* 1,5%, farine de maïs* 1,3%, extrait de cacao* 0,5%, antioxydant: extrait riche en tocophérols, sel. *biologique. Peut contenir des traces de lait, d'arachides et de fruits à coque. Conservation:",Ultra processed foods
Pringles,Spicy BBQ - Pringles - 160g,"Snacks,  Salty snacks"," Crisps,  Salty snacks made from potato","French: 
                    
                    Farine de riz, huiles végétales (tournesol, palme, maïs) en proportion variable, pommes de terre déshydratées, farine de Maïs, Maltodextrine, assaisonnement saveur barbecue épicé (sucre, exhausteurs de goût (glutamate monosodique, 5'-ribonucléotide disodique), oignon en poudre, paprika en poudre, ail en poudre, épices (piment de cayenne, poivre noir, piment, cumin), perméat de lactosérum en poudre (lait), sel, colorants (caramel ordinaire, extrait de paprika, bixine de rocou), arômes, tomate en poudre, acidifiants (acide citrique, acide malique), extrait de levure, arômes de fumée, huile de colza, origan, huile de tournesol fumée, huile de tournesol, émulsifiant (E471), amidon modifié, farine de blé, sel.",Ultra processed foods
"Bénédicta, Heinz",Mayonnaise - Bénédicta - 400 g,"Condiments,  Frozen foods"," Mayonnaises,  Groceries","French: 
                    
                    Huile de colza 69%, eau, moutarde de Dijon 5,9% (eau, graine de moutarde, vinaigre d'alcool, sel), jaune d'oeufs de poules élevées en plein air pasteurisés, vinaigre, vinaigre d'alcool, vinaigre de vin blanc), jus de citron à base de concentré, sel, amidon modifié, épaississant: gomme xanthane, sucre, arômes, colorant: bêta carotène",Ultra processed foods
Isey,Cheesecake au citron - Isey - 400g,"Dairies,  Fermented foods"," Fermented dairy desserts,  Skyrs","French: 
                    
                    Lait écrémé pasteurisé (DK), eau, jus de citron concentré(3%), biscuits (1,5%) (sucre, farine de froment, farine de riz, blanc d'œuf, farine de haricots, amidon de froment, amidon de pomme de terre, huile de tournesol, arôme, épaississant (alginate de sodium), sel), amidon de maïs modifié, citrons (0,3%), épaississant (pectine), arôme, édulcorants (sucralose, acésulfame-K), colorant (curcumine), cultures de skyr.",Ultra processed foods
La Cestera,Pan de molde integral de trigo - La Cestera,"Plant-based foods and beverages,  Plant-based foods"," Wholemeal breads,  Wholemeal sliced breads","Spanish: 
                    
                    Harina integral de trigo, agua, levadura, aceite de girasol, sal, azúcar, ésteres monoacetil, diacetil tartáricos de monoglicéridos y digliceridos de ácidos grasos, esteatoil 2 láctico sódico, propionate cálcico, ácido sórbico, sorbato potásico, extracto de cebada malteada, gluten de trigo, fibra de trigo, ácido láctico, ácido ascórbico, L-cisteina, fosfatos de calcio.",Ultra processed foods
Hatherwood,Salted caramel - hatherwood - 200g,"Snacks,  Sweet snacks"," Confectioneries,  Chocolates","Romanian: 
                    
                    Zahăr, masă de cacao*, sirop de glucoză, unt de cacao*, apă, aromă naturală, 0,5% sare de mare, sirop de zahăr invertit, melasă din trestie de zahăr, pudră de cacao cu conţinut redus de grăsime*, emulsifiant: lecitină (soia); agent de umezire: invertază; acidifiant: acid citric; agent gelatinizant: agar. Substanță uscată de cacao 50 % minimum. Produs în Germania cu cacao din afara UE. *Certificat Rainforest Alliance. Pentru detalii, vizitați ra.org. Poate contine urme de fructe cu coajă lemnoasă, arahide, lapte şi cereale care conțin gluten.",Ultra processed foods
Bon & Bio,Miel crémeux - Bon & Bio - 500g,"Breakfasts,  Spreads"," Honeys,  Liquid honeys","French: 
                    
                    Miel",Processed culinary ingredients
Rians,L'Onctueux café - Rians - 188 g,"Dairies,  Desserts"," Coffee desserts,  fr:Desserts lactés au café","French: 
                    
                    Onctueux 90g : crème, œufs, sucre, lait* écrémé, caramel (sucre, eau, amidons), extrait de café (2,7%), jaune d'œufs*.

Garniture 4g : paillettes de chocolat (sucre, pâte de cacao, poudre de cacao maigre, matière grasse laitière, émulsifiant: lécithine de soja, arôme naturel de vanille).

*Origine: France. 
Les allergènes sont indiqués en gras.",Ultra processed foods
Lidl,Galettes Bretonnes de blé noir - Lidl - 300g,"Frozen foods,  Crêpes and galettes"," Plain buckwheat crepes,  Galettes de blé noir","water,buckwheat flour 47%,salt",Processed foods
Fingers,Fingers chocolat au lait - 20,"Snacks,  Sweet snacks"," Chocolate biscuits,  Milk chocolate biscuits","wheat flour, sugar, palm oil, cocoa butter, cocoa mass, skimmed milk powder, whey permeate (from milk), milk fat, inverted sugar syrup, salt, emulsifiers (e442, e476, soya lecithins), raising agents (ammonium carbonates, sodium carbonates), flavouring, may contain nuts",Ultra processed foods
Merveilles du Monde,Tablette Lait noisettes et amandes pilées - Merveilles du Monde - 100 g,"Snacks,  Sweet snacks"," Milk chocolates,  Milk chocolate bar","French: 
                    
                    Sucre, Lait entier en poudre, Beurre de cacao, pâte de cacao, Amandes hachées
grillées 6,5%, Noisettes hachées grillées 6,5%, Pâte de noisettes, Beurre laitier
concentré, Emulsifiant : lécithine de colza, Extrait naturel de vanille
Cacao 32% min. dans le chocolat.",Ultra processed foods
"Kania, Lidl",Jemný kečup - Kania - 560 g,"Condiments,  Sauces"," Tomato sauces,  Ketchup","protlak ochucený. Pasterováno. y protlak, cukr, ocet kvasný lihový, modifikovaný eni, bylinky, přírodní aroma. Minimální trvanlivost do wwejte v chladničce a zkonzumujte do 14 dni. Výživové údaje 4 056489 358848 ve 100 g hodnota 433 kJ/102 kcal 0,4 g sycené 0.1g 21,7 g 19,3 g 199 1,89 g 560 ge 18 Lidl Česká republika v.o.s. Nárožni 1359/11 CZ-158 00 Praha 5",Ultra processed foods
